firm_name,firm_website,challenge_name,markets,account_size,price,currency,profit_target_pct,max_drawdown_pct,daily_drawdown_pct,drawdown_type,minimum_days,maximum_days,payout_frequency_days,payout_split_pct,payout_conditions,platforms,leverage,refund_policy,country_restrictions,phases,news_trading,overnight,weekend,ea_allowed,copy_trading,scalping,hedging,consistency_rule,consistency_pct,source_url,source_type,confidence,status
FundingPips,,1 Step Flex 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,85,,MT5;cTrader,,,,1,restricted,allowed,restricted,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
FuturesElite,,1-Step 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Futures,,1-Step 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Goat Funded Trader,,1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Goat Funded Trader,,1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Goat Funded Trader,,1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Goat Funded Trader,,1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Goat Funded Trader,,1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hantec Trader,,2-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hantec Trader,,2-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hantec Trader,,2-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hantec Trader,,2-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hantec Trader,,2-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime,,1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime,,1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime,,1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime,,1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime,,1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,allowed,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Hola Prime Futures,,1-Step 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Instant Funding,,Instant 5K,forex;crypto;cfd,5000,,USD,,,,trailing,,,,80,,MT5;cTrader,,,,0,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Instant Funding,,Instant 10K,forex;crypto;cfd,10000,,USD,,,,trailing,,,,80,,MT5;cTrader,,,,0,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Instant Funding,,Instant 25K,forex;crypto;cfd,25000,,USD,,,,trailing,,,,80,,MT5;cTrader,,,,0,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Instant Funding,,Instant 50K,forex;crypto;cfd,50000,,USD,,,,trailing,,,,80,,MT5;cTrader,,,,0,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Instant Funding,,Instant 200K,forex;crypto;cfd,200000,,USD,,,,trailing,,,,80,,MT5;cTrader,,,,0,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lark Funding,,2-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lark Funding,,2-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lark Funding,,2-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lark Funding,,2-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lark Funding,,2-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Lucid Trading,,LucidDaily EOD 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Maven,,Standard 1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Maven,,Standard 1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Maven,,Standard 1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Maven,,Standard 1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Maven,,Standard 1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Moneta Funded,,1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Moneta Funded,,1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Moneta Funded,,1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Moneta Funded,,1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Moneta Funded,,1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
My Funded Futures,,Pro 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Orion Funded,,1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Orion Funded,,1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Orion Funded,,1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Orion Funded,,1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Orion Funded,,1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 25K,futures,25000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 75K,futures,75000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 100K,futures,100000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 150K,futures,150000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 250K,futures,250000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Take Profit Trader,,The Test 300K,futures,300000,,USD,,,,eod_trailing,,,,80,,NinjaTrader;TradingView,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit,,2-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The Trading Pit,,2-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The Trading Pit,,2-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The Trading Pit,,2-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The Trading Pit,,2-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 25K,futures,25000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 75K,futures,75000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 100K,futures,100000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 150K,futures,150000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 250K,futures,250000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The Trading Pit Futures,,1-Step 300K,futures,300000,,USD,,,,,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers,,2-Step 5K,forex;cfd,5000,,USD,,,,static,,,,80,,MT5,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The5ers,,2-Step 10K,forex;cfd,10000,,USD,,,,static,,,,80,,MT5,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The5ers,,2-Step 25K,forex;cfd,25000,,USD,,,,static,,,,80,,MT5,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The5ers,,2-Step 50K,forex;cfd,50000,,USD,,,,static,,,,80,,MT5,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The5ers,,2-Step 200K,forex;cfd,200000,,USD,,,,static,,,,80,,MT5,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
The5ers Futures,,Day Trade 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
ThinkCapital,,2-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
ThinkCapital,,2-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
ThinkCapital,,2-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
ThinkCapital,,2-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
ThinkCapital,,2-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Futures,,1-Step 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Top One Trader,,1-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Top One Trader,,1-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Top One Trader,,1-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Top One Trader,,1-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Top One Trader,,1-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Topstep,,Trading Combine 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Trade The Pool,,1-Step 5K,cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Trade The Pool,,1-Step 10K,cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Trade The Pool,,1-Step 25K,cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Trade The Pool,,1-Step 50K,cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
Trade The Pool,,1-Step 200K,cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,1,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
